intervention,seed,round,target_class,holder_client_id,local_recall_holder_own_rows,local_recall_holder_validation,logit_margin_holder_post_local,global_recall_post_intervention_validation,conditional_retention,logit_margin_post_intervention,delta_margin,logit_margin_retention_ratio_secondary,holder_update_norm,cosine_holder_vs_realized_aggregate,holder_weighted_sum_norm_baseline,nonholder_weighted_sum_norm_baseline,nonholder_over_holder_contribution_ratio_baseline,intervention_c_macro_f1_all_classes,intervention_c_flagged_invalid
0,11,5,Replay,4,0.9921171171171171,0.9944700460829493,1.4849168062210083,0.0,0,-4.355103015899658,-5.8400198221206665,-2.9328936123923595,0.1737516224384308,-0.6307551981726257,0.019187502562999725,0.1839221715927124,9.585519063193729,,
0,11,5,Replay,10,0.9942528735632183,0.9944700460829493,0.5040614604949951,0.0,0,-4.355103015899658,-4.859164476394653,-8.640023801111255,0.12471504509449005,-0.8274323612882897,0.019187502562999725,0.1839221715927124,9.585519063193729,,
A,11,5,Replay,1,1.0,1.0,2.601640462875366,0.0,0,-1.904802680015564,-4.50644314289093,-0.7321544645374833,0.11855065077543259,0.9668018455832086,0.019187502562999725,0.1839221715927124,9.585519063193729,,
A,11,5,Replay,4,0.9921171171171171,0.9944700460829493,1.4849168062210083,0.0,0,-1.904802680015564,-3.3897194862365723,-1.2827672715639409,0.1737516224384308,0.9876428547754675,0.019187502562999725,0.1839221715927124,9.585519063193729,,
A,11,5,Replay,10,0.9942528735632183,0.9944700460829493,0.5040614604949951,0.0,0,-1.904802680015564,-2.408864140510559,-3.77890957611602,0.12471504509449005,0.979660224550179,0.019187502562999725,0.1839221715927124,9.585519063193729,,
B,11,5,Replay,1,1.0,1.0,2.601640462875366,0.0,0,-2.1219289302825928,-4.723569393157959,-0.8156119035515806,0.11855065077543259,0.9668018455832086,0.019187502562999725,0.1839221715927124,9.585519063193729,,
B,11,5,Replay,4,0.9921171171171171,0.9944700460829493,1.4849168062210083,0.0,0,-2.1219289302825928,-3.606845736503601,-1.4289884264174557,0.1737516224384308,0.9876428547754675,0.019187502562999725,0.1839221715927124,9.585519063193729,,
B,11,5,Replay,10,0.9942528735632183,0.9944700460829493,0.5040614604949951,0.0,0,-2.1219289302825928,-2.625990390777588,-4.209663099810943,0.12471504509449005,0.979660224550179,0.019187502562999725,0.1839221715927124,9.585519063193729,,
C,11,5,Replay,1,1.0,1.0,2.601640462875366,0.5870967741935483,1,0.11852946132421494,-2.4831110015511513,0.045559508708291944,0.11855065077543259,-0.8675161182397626,0.019187502562999725,0.1839221715927124,9.585519063193729,0.35960538598479774,False
C,11,5,Replay,4,0.9921171171171171,0.9944700460829493,1.4849168062210083,0.5870967741935483,1,0.11852946132421494,-1.3663873448967934,0.07982229093753926,0.1737516224384308,-0.6307551981726257,0.019187502562999725,0.1839221715927124,9.585519063193729,0.35960538598479774,False
C,11,5,Replay,10,0.9942528735632183,0.9944700460829493,0.5040614604949951,0.5870967741935483,1,0.11852946132421494,-0.3855319991707802,0.23514882730335585,0.12471504509449005,-0.8274323612882897,0.019187502562999725,0.1839221715927124,9.585519063193729,0.35960538598479774,False
0,11,10,Manipulation,2,0.0,0.0,-1.4091649055480957,0.0,0,-7.910390377044678,-6.501225471496582,nan,0.10407841205596924,-0.8972702470390793,0.007837023586034775,0.199546679854393,25.4620491649376,,
0,11,10,Manipulation,13,0.0,0.0,-0.13945212960243225,0.0,0,-7.910390377044678,-7.7709382474422455,nan,0.1267234981060028,-0.9107363032418825,0.007837023586034775,0.199546679854393,25.4620491649376,,
A,11,10,Manipulation,2,0.0,0.0,-1.4091649055480957,0.0,0,-6.0056657791137695,-4.596500873565674,nan,0.10407841205596924,0.9947188237968343,0.007837023586034775,0.199546679854393,25.4620491649376,,
A,11,10,Manipulation,13,0.0,0.0,-0.13945212960243225,0.0,0,-6.0056657791137695,-5.866213649511337,nan,0.1267234981060028,0.9982286075735536,0.007837023586034775,0.199546679854393,25.4620491649376,,
B,11,10,Manipulation,2,0.0,0.0,-1.4091649055480957,0.0,0,-5.747732639312744,-4.338567733764648,nan,0.10407841205596924,0.9947188237968343,0.007837023586034775,0.199546679854393,25.4620491649376,,
B,11,10,Manipulation,13,0.0,0.0,-0.13945212960243225,0.0,0,-5.747732639312744,-5.608280509710312,nan,0.1267234981060028,0.9982286075735536,0.007837023586034775,0.199546679854393,25.4620491649376,,
C,11,10,Manipulation,2,0.0,0.0,-1.4091649055480957,0.0,0,-1.2148364782333374,0.1943284273147583,nan,0.10407841205596924,-0.8972702470390793,0.007837023586034775,0.199546679854393,25.4620491649376,0.35998802498488636,False
C,11,10,Manipulation,13,0.0,0.0,-0.13945212960243225,0.0,0,-1.2148364782333374,-1.0753843486309052,nan,0.1267234981060028,-0.9107363032418825,0.007837023586034775,0.199546679854393,25.4620491649376,0.35998802498488636,False
0,11,10,Replay,1,1.0,1.0,2.1073925495147705,0.0,0,-4.483883380889893,-6.591275930404663,-2.127692527869244,0.11371692270040512,-0.8167707231409839,0.018088631331920624,0.1651328057050705,9.12909344410509,,
0,11,10,Replay,4,0.9921171171171171,0.9944700460829493,1.6576337814331055,0.0,0,-4.483883380889893,-6.141517162322998,-2.704990348961974,0.16336482763290405,-0.6390022360183637,0.018088631331920624,0.1651328057050705,9.12909344410509,,
0,11,10,Replay,10,0.6253918495297806,0.656221198156682,0.10680225491523743,0.0,0,-4.483883380889893,-4.59068563580513,-41.98304038101521,0.11387552320957184,-0.7269573403892796,0.018088631331920624,0.1651328057050705,9.12909344410509,,
A,11,10,Replay,1,1.0,1.0,2.1073925495147705,0.0,0,-2.6913845539093018,-4.798777103424072,-1.2771159101464016,0.11371692270040512,0.9729040495570868,0.018088631331920624,0.1651328057050705,9.12909344410509,,
A,11,10,Replay,4,0.9921171171171171,0.9944700460829493,1.6576337814331055,0.0,0,-2.6913845539093018,-4.349018335342407,-1.6236303724351395,0.16336482763290405,0.9916120401579867,0.018088631331920624,0.1651328057050705,9.12909344410509,,
A,11,10,Replay,10,0.6253918495297806,0.656221198156682,0.10680225491523743,0.0,0,-2.6913845539093018,-2.798186808824539,-25.199697853245635,0.11387552320957184,0.9864195280167601,0.018088631331920624,0.1651328057050705,9.12909344410509,,
B,11,10,Replay,1,1.0,1.0,2.1073925495147705,0.0,0,-2.6985342502593994,-4.80592679977417,-1.2805085843549842,0.11371692270040512,0.9729040495570868,0.018088631331920624,0.1651328057050705,9.12909344410509,,
B,11,10,Replay,4,0.9921171171171171,0.9944700460829493,1.6576337814331055,0.0,0,-2.6985342502593994,-4.356168031692505,-1.6279435665979156,0.16336482763290405,0.9916120401579867,0.018088631331920624,0.1651328057050705,9.12909344410509,,
B,11,10,Replay,10,0.6253918495297806,0.656221198156682,0.10680225491523743,0.0,0,-2.6985342502593994,-2.805336505174637,-25.266641162221386,0.11387552320957184,0.9864195280167601,0.018088631331920624,0.1651328057050705,9.12909344410509,,
C,11,10,Replay,1,1.0,1.0,2.1073925495147705,0.1870967741935484,1,-0.36140090227127075,-2.4687934517860413,-0.1714919711348907,0.11371692270040512,-0.8167707231409839,0.018088631331920624,0.1651328057050705,9.12909344410509,0.3553540078226192,False
C,11,10,Replay,4,0.9921171171171171,0.9944700460829493,1.6576337814331055,0.1870967741935484,1,-0.36140090227127075,-2.019034683704376,-0.21802216286809864,0.16336482763290405,-0.6390022360183637,0.018088631331920624,0.1651328057050705,9.12909344410509,0.3553540078226192,False
C,11,10,Replay,10,0.6253918495297806,0.656221198156682,0.10680225491523743,0.1870967741935484,1,-0.36140090227127075,-0.4682031571865082,-3.38383213498716,0.11387552320957184,-0.7269573403892796,0.018088631331920624,0.1651328057050705,9.12909344410509,0.3553540078226192,False
0,11,20,Manipulation,2,0.0,0.0,-2.3796281814575195,0.0,0,-10.25708293914795,-7.87745475769043,nan,0.09354371577501297,-0.9322230663643729,0.007042160257697105,0.1539483666419983,21.860957576722598,,
0,11,20,Manipulation,13,0.0,0.0,-1.3076691627502441,0.0,0,-10.25708293914795,-8.949413776397705,nan,0.11388754099607468,-0.9470903802514756,0.007042160257697105,0.1539483666419983,21.860957576722598,,
A,11,20,Manipulation,2,0.0,0.0,-2.3796281814575195,0.0,0,-8.859079360961914,-6.4794511795043945,nan,0.09354371577501297,0.9944134541121668,0.007042160257697105,0.1539483666419983,21.860957576722598,,
A,11,20,Manipulation,13,0.0,0.0,-1.3076691627502441,0.0,0,-8.859079360961914,-7.55141019821167,nan,0.11388754099607468,0.9981261251149852,0.007042160257697105,0.1539483666419983,21.860957576722598,,
B,11,20,Manipulation,2,0.0,0.0,-2.3796281814575195,0.0,0,-8.795374870300293,-6.415746688842773,nan,0.09354371577501297,0.9944134541121668,0.007042160257697105,0.1539483666419983,21.860957576722598,,
B,11,20,Manipulation,13,0.0,0.0,-1.3076691627502441,0.0,0,-8.795374870300293,-7.487705707550049,nan,0.11388754099607468,0.9981261251149852,0.007042160257697105,0.1539483666419983,21.860957576722598,,
C,11,20,Manipulation,2,0.0,0.0,-2.3796281814575195,0.0,0,-2.0779166221618652,0.3017115592956543,nan,0.09354371577501297,-0.9322230663643729,0.007042160257697105,0.1539483666419983,21.860957576722598,0.41899841277293576,False
C,11,20,Manipulation,13,0.0,0.0,-1.3076691627502441,0.0,0,-2.0779166221618652,-0.7702474594116211,nan,0.11388754099607468,-0.9470903802514756,0.007042160257697105,0.1539483666419983,21.860957576722598,0.41899841277293576,False
0,11,20,Replay,1,0.9944506104328524,0.9861751152073732,0.7098916172981262,0.0,0,-5.422502517700195,-6.1323941349983215,-7.638493518684501,0.10337455570697784,-0.8664907708368921,0.017088323831558228,0.1571750044822693,9.197801143726162,,
0,11,20,Replay,4,0.990990990990991,0.9944700460829493,1.0168747901916504,0.0,0,-5.422502517700195,-6.439377307891846,-5.33251740529256,0.15897247195243835,-0.6489830481101855,0.017088323831558228,0.1571750044822693,9.197801143726162,,
0,11,20,Replay,10,0.0,0.0,-0.5374674797058105,0.0,0,-5.422502517700195,-4.885035037994385,nan,0.10582874715328217,-0.7502025335825192,0.017088323831558228,0.1571750044822693,9.197801143726162,,
A,11,20,Replay,1,0.9944506104328524,0.9861751152073732,0.7098916172981262,0.0,0,-3.9283838272094727,-4.638275444507599,-5.533779708740677,0.10337455570697784,0.956502922903373,0.017088323831558228,0.1571750044822693,9.197801143726162,,
A,11,20,Replay,4,0.990990990990991,0.9944700460829493,1.0168747901916504,0.0,0,-3.9283838272094727,-4.945258617401123,-3.863193251618609,0.15897247195243835,0.9897492755268956,0.017088323831558228,0.1571750044822693,9.197801143726162,,
A,11,20,Replay,10,0.0,0.0,-0.5374674797058105,0.0,0,-3.9283838272094727,-3.390916347503662,nan,0.10582874715328217,0.9800424869596737,0.017088323831558228,0.1571750044822693,9.197801143726162,,
B,11,20,Replay,1,0.9944506104328524,0.9861751152073732,0.7098916172981262,0.0,0,-3.902711868286133,-4.612603485584259,-5.497616499741184,0.10337455570697784,0.956502922903373,0.017088323831558228,0.1571750044822693,9.197801143726162,,
B,11,20,Replay,4,0.990990990990991,0.9944700460829493,1.0168747901916504,0.0,0,-3.902711868286133,-4.919586658477783,-3.8379473126190775,0.15897247195243835,0.9897492755268956,0.017088323831558228,0.1571750044822693,9.197801143726162,,
B,11,20,Replay,10,0.0,0.0,-0.5374674797058105,0.0,0,-3.902711868286133,-3.3652443885803223,nan,0.10582874715328217,0.9800424869596737,0.017088323831558228,0.1571750044822693,9.197801143726162,,
C,11,20,Replay,1,0.9944506104328524,0.9861751152073732,0.7098916172981262,0.0,0,-0.8293165564537048,-1.539208173751831,-1.1682298202225776,0.10337455570697784,-0.8664907708368921,0.017088323831558228,0.1571750044822693,9.197801143726162,0.3526265621353568,False
C,11,20,Replay,4,0.990990990990991,0.9944700460829493,1.0168747901916504,0.0,0,-0.8293165564537048,-1.8461913466453552,-0.8155542496017661,0.15897247195243835,-0.6489830481101855,0.017088323831558228,0.1571750044822693,9.197801143726162,0.3526265621353568,False
C,11,20,Replay,10,0.0,0.0,-0.5374674797058105,0.0,0,-0.8293165564537048,-0.2918490767478943,nan,0.10582874715328217,-0.7502025335825192,0.017088323831558228,0.1571750044822693,9.197801143726162,0.3526265621353568,False
0,11,30,Manipulation,2,0.0,0.0,-2.1406309604644775,0.0,0,-9.636433601379395,-7.495802640914917,nan,0.08801504969596863,-0.8536883490041025,0.0065896944142878056,0.14143891632556915,21.463653309765114,,
0,11,30,Manipulation,13,0.0,0.0,-0.512455403804779,0.0,0,-9.636433601379395,-9.123978197574615,nan,0.10848596692085266,-0.9320278317952505,0.0065896944142878056,0.14143891632556915,21.463653309765114,,
A,11,30,Manipulation,2,0.0,0.0,-2.1406309604644775,0.0,0,-8.435452461242676,-6.294821500778198,nan,0.08801504969596863,0.9712292248594124,0.0065896944142878056,0.14143891632556915,21.463653309765114,,
A,11,30,Manipulation,13,0.0,0.0,-0.512455403804779,0.0,0,-8.435452461242676,-7.922997057437897,nan,0.10848596692085266,0.9906590703897625,0.0065896944142878056,0.14143891632556915,21.463653309765114,,
B,11,30,Manipulation,2,0.0,0.0,-2.1406309604644775,0.0,0,-8.56158447265625,-6.4209535121917725,nan,0.08801504969596863,0.9712292248594124,0.0065896944142878056,0.14143891632556915,21.463653309765114,,
B,11,30,Manipulation,13,0.0,0.0,-0.512455403804779,0.0,0,-8.56158447265625,-8.049129068851471,nan,0.10848596692085266,0.9906590703897625,0.0065896944142878056,0.14143891632556915,21.463653309765114,,
C,11,30,Manipulation,2,0.0,0.0,-2.1406309604644775,0.0,0,-1.4575263261795044,0.6831046342849731,nan,0.08801504969596863,-0.8536883490041025,0.0065896944142878056,0.14143891632556915,21.463653309765114,0.4131809619421634,False
C,11,30,Manipulation,13,0.0,0.0,-0.512455403804779,0.0,0,-1.4575263261795044,-0.9450709223747253,nan,0.10848596692085266,-0.9320278317952505,0.0065896944142878056,0.14143891632556915,21.463653309765114,0.4131809619421634,False
0,11,30,Replay,1,0.9944506104328524,0.9944700460829493,0.8276968598365784,0.0,0,-5.335543155670166,-6.163240015506744,-6.446252746112415,0.09290652722120285,-0.8279743916378283,0.014870183542370796,0.15113987028598785,10.163954591100575,,
0,11,30,Replay,4,0.990990990990991,0.9935483870967742,0.9771358370780945,0.0,0,-5.335543155670166,-6.3126789927482605,-5.460390411659561,0.1354360282421112,-0.6656183864670187,0.014870183542370796,0.15113987028598785,10.163954591100575,,
0,11,30,Replay,10,0.0,0.0,-0.4913536012172699,0.0,0,-5.335543155670166,-4.844189554452896,nan,0.1009538322687149,-0.7210086404283655,0.014870183542370796,0.15113987028598785,10.163954591100575,,
A,11,30,Replay,1,0.9944506104328524,0.9944700460829493,0.8276968598365784,0.0,0,-4.106586456298828,-4.9342833161354065,-4.961461925939454,0.09290652722120285,0.9595882634916926,0.014870183542370796,0.15113987028598785,10.163954591100575,,
A,11,30,Replay,4,0.990990990990991,0.9935483870967742,0.9771358370780945,0.0,0,-4.106586456298828,-5.083722293376923,-4.202677151396528,0.1354360282421112,0.9795439935994282,0.014870183542370796,0.15113987028598785,10.163954591100575,,
A,11,30,Replay,10,0.0,0.0,-0.4913536012172699,0.0,0,-4.106586456298828,-3.6152328550815582,nan,0.1009538322687149,0.9406913564733487,0.014870183542370796,0.15113987028598785,10.163954591100575,,
B,11,30,Replay,1,0.9944506104328524,0.9944700460829493,0.8276968598365784,0.0,0,-4.337751865386963,-5.165448725223541,-5.240749452937896,0.09290652722120285,0.9595882634916926,0.014870183542370796,0.15113987028598785,10.163954591100575,,
B,11,30,Replay,4,0.990990990990991,0.9935483870967742,0.9771358370780945,0.0,0,-4.337751865386963,-5.314887702465057,-4.439251638091625,0.1354360282421112,0.9795439935994282,0.014870183542370796,0.15113987028598785,10.163954591100575,,
B,11,30,Replay,10,0.0,0.0,-0.4913536012172699,0.0,0,-4.337751865386963,-3.846398264169693,nan,0.1009538322687149,0.9406913564733487,0.014870183542370796,0.15113987028598785,10.163954591100575,,
C,11,30,Replay,1,0.9944506104328524,0.9944700460829493,0.8276968598365784,0.13732718894009216,1,-0.3383372724056244,-1.1660341322422028,-0.4087695493642759,0.09290652722120285,-0.8279743916378283,0.014870183542370796,0.15113987028598785,10.163954591100575,0.391984367105858,False
C,11,30,Replay,4,0.990990990990991,0.9935483870967742,0.9771358370780945,0.13732718894009216,1,-0.3383372724056244,-1.3154731094837189,-0.3462540821523301,0.1354360282421112,-0.6656183864670187,0.014870183542370796,0.15113987028598785,10.163954591100575,0.391984367105858,False
C,11,30,Replay,10,0.0,0.0,-0.4913536012172699,0.13732718894009216,0,-0.3383372724056244,0.1530163288116455,nan,0.1009538322687149,-0.7210086404283655,0.014870183542370796,0.15113987028598785,10.163954591100575,0.391984367105858,False
0,11,45,Manipulation,2,0.0,0.0,-1.2130069732666016,0.0,0,-9.735237121582031,-8.52223014831543,nan,0.08427263796329498,-0.834067212471096,0.006351850926876068,0.09769100695848465,15.379927533426937,,
0,11,45,Manipulation,13,0.3351863963374755,0.28879753340184994,-0.1565704494714737,0.0,0,-9.735237121582031,-9.578666672110558,nan,0.1048150360584259,-0.8762656083328745,0.006351850926876068,0.09769100695848465,15.379927533426937,,
A,11,45,Manipulation,2,0.0,0.0,-1.2130069732666016,0.0,0,-8.781575202941895,-7.568568229675293,nan,0.08427263796329498,0.9726089266749088,0.006351850926876068,0.09769100695848465,15.379927533426937,,
A,11,45,Manipulation,13,0.3351863963374755,0.28879753340184994,-0.1565704494714737,0.0,0,-8.781575202941895,-8.62500475347042,nan,0.1048150360584259,0.9912627873088337,0.006351850926876068,0.09769100695848465,15.379927533426937,,
B,11,45,Manipulation,2,0.0,0.0,-1.2130069732666016,0.0,0,-8.70447826385498,-7.491471290588379,nan,0.08427263796329498,0.9726089266749088,0.006351850926876068,0.09769100695848465,15.379927533426937,,
B,11,45,Manipulation,13,0.3351863963374755,0.28879753340184994,-0.1565704494714737,0.0,0,-8.70447826385498,-8.547907814383507,nan,0.1048150360584259,0.9912627873088337,0.006351850926876068,0.09769100695848465,15.379927533426937,,
C,11,45,Manipulation,2,0.0,0.0,-1.2130069732666016,0.0,0,-1.0259467363357544,0.18706023693084717,nan,0.08427263796329498,-0.834067212471096,0.006351850926876068,0.09769100695848465,15.379927533426937,0.3811034641757718,False
C,11,45,Manipulation,13,0.3351863963374755,0.28879753340184994,-0.1565704494714737,0.0,0,-1.0259467363357544,-0.8693762868642807,nan,0.1048150360584259,-0.8762656083328745,0.006351850926876068,0.09769100695848465,15.379927533426937,0.3811034641757718,False
0,11,45,Replay,1,0.9800221975582686,0.9944700460829493,1.0669012069702148,0.0,0,-5.463961124420166,-6.530862331390381,-5.121337466602665,0.08117986470460892,-0.7852448206164401,0.013800342567265034,0.1264905333518982,9.165753149631142,,
0,11,45,Replay,4,0.990990990990991,0.9944700460829493,1.3621073961257935,0.0,0,-5.463961124420166,-6.8260685205459595,-4.0114025810014455,0.1318468302488327,-0.5176016047114126,0.013800342567265034,0.1264905333518982,9.165753149631142,,
0,11,45,Replay,10,0.38610240334378265,0.4608294930875576,-0.07386141270399094,0.0,0,-5.463961124420166,-5.390099711716175,nan,0.09083643555641174,-0.6168779160710622,0.013800342567265034,0.1264905333518982,9.165753149631142,,
A,11,45,Replay,1,0.9800221975582686,0.9944700460829493,1.0669012069702148,0.0,0,-4.417917251586914,-5.484818458557129,-4.14088691879252,0.08117986470460892,0.9226212017502682,0.013800342567265034,0.1264905333518982,9.165753149631142,,
A,11,45,Replay,4,0.990990990990991,0.9944700460829493,1.3621073961257935,0.0,0,-4.417917251586914,-5.7800246477127075,-3.243442671372816,0.1318468302488327,0.977959259595864,0.013800342567265034,0.1264905333518982,9.165753149631142,,
A,11,45,Replay,10,0.38610240334378265,0.4608294930875576,-0.07386141270399094,0.0,0,-4.417917251586914,-4.344055838882923,nan,0.09083643555641174,0.9368288036523036,0.013800342567265034,0.1264905333518982,9.165753149631142,,
B,11,45,Replay,1,0.9800221975582686,0.9944700460829493,1.0669012069702148,0.0,0,-4.452032566070557,-5.5189337730407715,-4.172862995172191,0.08117986470460892,0.9226212017502682,0.013800342567265034,0.1264905333518982,9.165753149631142,,
B,11,45,Replay,4,0.990990990990991,0.9944700460829493,1.3621073961257935,0.0,0,-4.452032566070557,-5.81413996219635,-3.268488651286497,0.1318468302488327,0.977959259595864,0.013800342567265034,0.1264905333518982,9.165753149631142,,
B,11,45,Replay,10,0.38610240334378265,0.4608294930875576,-0.07386141270399094,0.0,0,-4.452032566070557,-4.378171153366566,nan,0.09083643555641174,0.9368288036523036,0.013800342567265034,0.1264905333518982,9.165753149631142,,
